page_id,stage,status,accepted,base,tokens_base_logged,tokens_candidate_logged,tokens_original_report,tokens_saved_vs_base_logged,candidate_reduction_vs_original_pct,pixel_identical
we00088,l1b,ok,False,original,3645.0,2853.0,3645.0,0.0,,False
we00089,l1b,ok,False,original,1700.0,1512.0,1700.0,0.0,,False
we00090,l1b,ok,True,original,6864.0,5936.0,6864.0,928.0,13.51981351981352,True
we00091,l1b,ok,True,original,8292.0,6587.0,8292.0,1705.0,20.561987457790643,False
we00092,l1b,ok,True,original,4239.0,3485.0,4239.0,754.0,17.787213965557914,True
we00093,l1b,ok,True,original,3348.0,3037.0,3348.0,311.0,9.289127837514934,True
we00094,l1b,ok,True,original,2966.0,2546.0,2966.0,420.0,14.16048550236008,True
we00095,l1b,ok,False,original,4842.0,3899.0,4842.0,0.0,,False
we00096,l1b,ok,True,original,3920.0,2969.0,3920.0,951.0,24.260204081632654,True
we00097,l1b,ok,True,original,4418.0,3527.0,4418.0,891.0,20.16749660479855,True
we00098,l1b,ok,True,original,2729.0,2465.0,2729.0,264.0,9.673873213631367,True
we00099,l1b,ok,True,original,2025.0,1556.0,2025.0,469.0,23.160493827160494,True
we00000,l1,ok,True,original,2371.0,1966.0,2371.0,405.0,17.081400253057783,True
we00001,l1,ok,True,original,5544.0,4468.0,5544.0,1076.0,19.40836940836941,True
we00002,l1,ok,True,original,2609.0,2389.0,2609.0,220.0,8.43234955921809,True
we00003,l1,ok,True,original,2641.0,2242.0,2641.0,399.0,15.107913669064748,True
we00004,l1,ok,True,original,3802.0,3630.0,3802.0,172.0,4.523934771173066,True
we00005,l1,ok,True,original,3501.0,2852.0,3501.0,649.0,18.537560696943732,True
we00006,l1,ok,True,original,6634.0,5553.0,6634.0,1081.0,16.29484473922219,True
we00007,l1,ok,True,original,5269.0,4268.0,5269.0,1001.0,18.997912317327767,True
we00008,l1,ok,True,original,2999.0,2810.0,2999.0,189.0,6.302100700233411,True
we00009,l1,ok,True,original,5385.0,4378.0,5385.0,1007.0,18.70009285051068,True
we00010,l1,ok,True,original,5063.0,4195.0,5063.0,868.0,17.1439857791823,True
we00011,l1,ok,True,original,6945.0,5858.0,6945.0,1087.0,15.651547876169907,True
we00012,l1,ok,True,original,5271.0,4635.0,5271.0,636.0,12.066021627774616,True
we00013,l1,ok,True,original,2593.0,2358.0,2593.0,235.0,9.062861550327806,True
we00014,l1,ok,True,original,8924.0,7427.0,8924.0,1497.0,16.77498879426266,True
we00015,l1,ok,True,original,7629.0,5967.0,7629.0,1662.0,21.785292961069604,True
we00016,l1,ok,True,original,5951.0,5008.0,5951.0,943.0,15.84607628969921,True
we00017,l1,ok,True,original,1207.0,1150.0,1207.0,57.0,4.72245236122618,False
we00018,l1,ok,True,original,4121.0,3428.0,4121.0,693.0,16.8163067216695,True
we00019,l1,ok,True,original,6600.0,5519.0,6600.0,1081.0,16.37878787878788,True
we00020,l1,ok,True,original,4953.0,3657.0,4953.0,1296.0,26.16596002422774,True
we00021,l1,ok,True,original,5527.0,4284.0,5527.0,1243.0,22.489596526144382,True
we00022,l1,ok,True,original,4247.0,3634.0,4247.0,613.0,14.433717918530727,True
we00023,l1,ok,True,original,3017.0,2706.0,3017.0,311.0,10.308253231687106,True
we00024,l1,ok,True,original,2842.0,2674.0,2842.0,168.0,5.911330049261084,True
we00025,l1,ok,True,original,6591.0,5621.0,6591.0,970.0,14.717038385677439,True
we00026,l1,ok,True,original,2870.0,2727.0,2870.0,143.0,4.982578397212544,True
we00027,l1,ok,True,original,4501.0,4194.0,4501.0,307.0,6.820706509664519,True
we00028,l1,ok,True,original,2142.0,1710.0,2142.0,432.0,20.168067226890756,True
we00029,l1,ok,True,original,3422.0,3314.0,3422.0,108.0,3.1560490940970194,True
we00030,l1,ok,True,original,4391.0,4256.0,4391.0,135.0,3.0744705078569803,True
we00031,l1,ok,True,original,7592.0,6187.0,7592.0,1405.0,18.50632244467861,True
we00032,l1,ok,True,original,2560.0,2269.0,2560.0,291.0,11.3671875,True
we00033,l1,ok,True,original,4997.0,4540.0,4997.0,457.0,9.145487292375424,True
we00034,l1,ok,True,original,2835.0,2600.0,2835.0,235.0,8.289241622574956,True
we00035,l1,ok,True,original,2717.0,2578.0,2717.0,139.0,5.115936694884064,True
we00036,l1,ok,True,original,2505.0,2378.0,2505.0,127.0,5.069860279441118,True
we00037,l1,ok,True,original,3187.0,2618.0,3187.0,569.0,17.853780985252587,True
we00038,l1,ok,True,original,2528.0,2237.0,2528.0,291.0,11.511075949367088,True
we00039,l1,ok,True,original,3022.0,2911.0,3022.0,111.0,3.673064195896757,True
we00040,l1,ok,True,original,3075.0,2926.0,3075.0,149.0,4.845528455284553,True
we00041,l1,ok,True,original,3819.0,2948.0,3819.0,871.0,22.80701754385965,True
we00042,l1,ok,True,original,3565.0,3348.0,3565.0,217.0,6.086956521739131,True
we00043,l1,ok,True,original,1527.0,1334.0,1527.0,193.0,12.63916175507531,True
we00044,l1,ok,True,original,5874.0,4743.0,5874.0,1131.0,19.254341164453525,True
we00045,l1,ok,True,original,2542.0,2050.0,2542.0,492.0,19.35483870967742,True
we00046,l1,ok,True,original,4561.0,4073.0,4561.0,488.0,10.699408024556018,True
we00047,l1,ok,True,original,6557.0,5586.0,6557.0,971.0,14.808601494585938,True
we00048,l1,ok,True,original,3090.0,2821.0,3090.0,269.0,8.705501618122977,True
we00049,l1,ok,True,original,2989.0,2854.0,2989.0,135.0,4.516560722649715,True
we00050,l1,ok,True,original,4327.0,3709.0,4327.0,618.0,14.28241275710654,True
we00051,l1,ok,True,original,3336.0,3137.0,3336.0,199.0,5.965227817745803,True
we00052,l1,ok,True,original,1956.0,1751.0,1956.0,205.0,10.480572597137014,True
we00053,l1,"failed_original: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00053.html"", waiting until ""load""
",False,original,,,3488.0,0.0,,False
we00054,l1,ok,True,original,5530.0,4646.0,5530.0,884.0,15.985533453887884,True
we00055,l1,ok,True,original,4375.0,3228.0,4375.0,1147.0,26.217142857142857,True
we00056,l1,ok,True,original,1704.0,1298.0,1704.0,406.0,23.826291079812208,True
we00057,l1,ok,True,original,4324.0,3751.0,4324.0,573.0,13.251618871415356,True
we00058,l1,ok,True,original,2298.0,2113.0,2298.0,185.0,8.050478677110531,True
we00059,l1,ok,True,original,2612.0,2523.0,2612.0,89.0,3.4073506891271057,True
we00060,l1,ok,True,original,3353.0,3057.0,3353.0,296.0,8.827915299731584,True
we00061,l1,ok,True,original,2695.0,2460.0,2695.0,235.0,8.719851576994435,True
we00062,l1,ok,True,original,1834.0,1618.0,1834.0,216.0,11.777535441657578,True
we00063,l1,ok,True,original,7104.0,5948.0,7104.0,1156.0,16.27252252252252,True
we00064,l1,ok,True,original,3941.0,3547.0,3941.0,394.0,9.997462572951028,True
we00065,l1,ok,True,original,4230.0,3568.0,4230.0,662.0,15.650118203309693,True
we00066,l1,ok,True,original,1387.0,1158.0,1387.0,229.0,16.51045421773612,True
we00067,l1,ok,True,original,4451.0,3803.0,4451.0,648.0,14.558526173893506,True
we00068,l1,ok,True,original,4852.0,3818.0,4852.0,1034.0,21.310799670239078,True
we00069,l1,ok,True,original,2884.0,2599.0,2884.0,285.0,9.882108183079056,True
we00070,l1,ok,True,original,2909.0,2685.0,2909.0,224.0,7.700240632519766,True
we00071,l1,"failed_original: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00071.html"", waiting until ""load""
",False,original,,,2895.0,0.0,,False
we00072,l1,ok,True,original,4006.0,3453.0,4006.0,553.0,13.80429355966051,True
we00073,l1,ok,True,original,4570.0,4121.0,4570.0,449.0,9.824945295404815,True
we00074,l1,ok,True,original,2923.0,2688.0,2923.0,235.0,8.039685254875128,True
we00075,l1,ok,True,original,1136.0,918.0,1136.0,218.0,19.190140845070424,True
we00076,l1,ok,True,original,3386.0,2913.0,3386.0,473.0,13.96928529238039,True
we00077,l1,ok,True,original,4958.0,4066.0,4958.0,892.0,17.99112545381202,True
we00078,l1,ok,False,original,1812.0,1719.0,1812.0,0.0,,False
we00079,l1,ok,True,original,3327.0,2830.0,3327.0,497.0,14.938382927562369,True
we00080,l1,ok,True,original,2909.0,2754.0,2909.0,155.0,5.328291509109659,True
we00081,l1,ok,True,original,3368.0,2538.0,3368.0,830.0,24.643705463182897,True
we00082,l1,ok,True,original,1910.0,1624.0,1910.0,286.0,14.973821989528796,True
we00083,l1,ok,True,original,5228.0,4397.0,5228.0,831.0,15.895179801071155,True
we00084,l1,ok,True,original,3368.0,2538.0,3368.0,830.0,24.643705463182897,True
we00085,l1,ok,True,original,1999.0,1437.0,1999.0,562.0,28.114057028514257,True
we00086,l1,ok,True,original,1704.0,1300.0,1704.0,404.0,23.708920187793428,True
we00087,l1,ok,True,original,2647.0,2503.0,2647.0,144.0,5.4401208915753685,True
we00088,l1,ok,True,original,3645.0,2967.0,3645.0,678.0,18.60082304526749,True
we00089,l1,ok,True,original,1700.0,1566.0,1700.0,134.0,7.882352941176471,True
we00090,l1,ok,True,original,6864.0,5927.0,6864.0,937.0,13.650932400932401,True
we00091,l1,ok,True,original,8292.0,6587.0,8292.0,1705.0,20.561987457790643,False
we00092,l1,ok,True,original,4239.0,3485.0,4239.0,754.0,17.787213965557914,True
we00093,l1,ok,True,original,3348.0,3037.0,3348.0,311.0,9.289127837514934,True
we00094,l1,ok,True,original,2966.0,2546.0,2966.0,420.0,14.16048550236008,True
we00095,l1,ok,True,original,4842.0,3927.0,4842.0,915.0,18.89714993804213,True
we00096,l1,ok,True,original,3920.0,2969.0,3920.0,951.0,24.260204081632654,True
we00097,l1,ok,True,original,4418.0,3527.0,4418.0,891.0,20.16749660479855,True
we00098,l1,ok,True,original,2729.0,2465.0,2729.0,264.0,9.673873213631367,True
we00099,l1,ok,True,original,2025.0,1556.0,2025.0,469.0,23.160493827160494,True
we00000,l2,ok,True,level1,1966.0,1845.0,2371.0,121.0,22.18473218051455,True
we00001,l2,ok,True,level1,4468.0,4127.0,5544.0,341.0,25.55916305916306,True
we00002,l2,ok,True,level1,2389.0,2168.0,2609.0,221.0,16.90302798006899,True
we00003,l2,ok,True,level1,2242.0,1932.0,2641.0,310.0,26.845891707686484,True
we00004,l2,ok,True,level1,3630.0,1807.0,3802.0,1823.0,52.47238295633877,True
we00005,l2,ok,True,level1,2852.0,2666.0,3501.0,186.0,23.850328477577836,True
we00006,l2,ok,True,level1,5553.0,5264.0,6634.0,289.0,20.65119083509195,True
we00007,l2,ok,True,level1,4268.0,4108.0,5269.0,160.0,22.034541658758776,True
we00008,l2,ok,True,level1,2810.0,2736.0,2999.0,74.0,8.769589863287763,True
we00009,l2,ok,True,level1,4378.0,3401.0,5385.0,977.0,36.843082636954506,True
we00010,l2,ok,True,level1,4195.0,4021.0,5063.0,174.0,20.580683389294883,True
we00011,l2,ok,True,level1,5858.0,5492.0,6945.0,366.0,20.92152627789777,True
we00012,l2,ok,True,level1,4635.0,3077.0,5271.0,1558.0,41.623980269398594,True
we00013,l2,all_edits_rejected,False,level1,2358.0,,2593.0,0.0,,False
we00014,l2,ok,True,level1,7427.0,6969.0,8924.0,458.0,21.90721649484536,True
we00015,l2,ok,True,level1,5967.0,5561.0,7629.0,406.0,27.107091361908505,True
we00016,l2,ok,True,level1,5008.0,4436.0,5951.0,572.0,25.457906234246344,False
we00017,l2,ok,True,level1,1150.0,1123.0,1207.0,27.0,6.95940347970174,False
we00018,l2,ok,True,level1,3428.0,3251.0,4121.0,177.0,21.111380732831837,True
